,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
633,37,11,10,0,17,2,25,30,4,1
634,6,1,4,0,7,2,11,29,4,1
635,5,0,7,0,19,28,30,63,21,1
636,45,0,26,5,22,2,53,18,2,1
637,20,0,18,0,17,4,34,30,2,1
638,19,3,3,0,5,2,10,2,2,1
639,34,3,37,8,18,45,27,73,18,2
640,6,0,0,9,7,26,7,29,4,1
641,5,0,11,0,9,37,1,21,2,1
642,1,0,11,0,7,14,12,73,12,0
643,5,0,3,0,21,7,4,15,35,1
644,7,12,5,0,3,24,14,21,2,1
645,5,0,16,14,30,12,44,85,5,1
646,5,0,13,10,6,12,2,2,2,1
647,5,0,3,0,21,27,18,50,18,1
648,13,3,7,0,42,2,23,91,53,2
649,0,0,11,0,24,18,29,92,22,0
650,5,0,11,12,36,2,14,10,41,1
651,9,0,4,0,8,43,6,31,2,1
652,11,4,14,0,3,2,4,1,4,1
653,0,8,14,0,4,4,25,73,2,1
654,6,1,10,6,7,5,1,22,4,1
655,1,1,9,0,7,27,1,39,12,0
656,2,0,3,1,2,2,25,30,4,1
657,46,0,18,9,0,12,23,92,47,2
658,1,0,15,0,2,46,14,46,11,0
659,4,12,11,0,5,8,6,22,2,1
660,11,6,11,0,3,2,7,7,2,1
661,6,0,0,8,7,30,7,29,4,1
662,6,4,20,2,7,9,21,13,4,1
663,5,0,13,10,13,20,2,19,12,1
664,11,0,21,10,3,2,10,22,2,1
665,5,0,11,0,37,47,1,15,28,1
666,15,0,10,0,2,4,7,3,2,1
667,1,0,8,0,36,29,12,61,45,0
668,0,0,20,0,7,20,6,13,10,0
669,5,0,33,6,30,2,10,35,5,1
670,5,0,27,13,21,19,48,60,18,1
671,3,3,17,0,4,19,7,8,4,1
672,5,0,13,0,9,55,1,21,2,1
673,5,0,23,8,30,2,33,63,5,1
674,25,0,4,5,7,2,7,29,4,1
675,21,10,7,0,6,32,16,13,2,1
676,7,0,0,4,3,38,10,2,2,1
677,11,9,3,0,3,2,6,31,2,1
678,0,0,27,4,26,38,11,49,7,0
679,10,12,21,15,7,2,17,8,2,1
680,6,5,7,0,7,2,6,7,4,1
681,1,0,1,8,8,34,1,35,3,0
682,1,0,9,0,7,39,1,39,12,0
683,0,0,20,0,2,27,6,1,11,0
684,29,0,10,7,32,10,23,93,32,2
685,15,0,5,0,2,62,22,29,2,1
686,8,0,0,0,8,40,10,3,4,1
687,7,0,9,0,8,2,41,18,4,1
688,11,8,13,8,3,2,8,29,4,1
689,3,0,8,0,4,27,0,89,4,1
690,0,0,11,0,26,25,29,67,7,0
691,3,0,8,0,4,40,0,89,4,1
692,8,0,0,15,3,55,10,2,2,1
693,9,0,10,11,8,37,14,11,2,1
694,5,0,11,0,21,56,1,66,18,1
695,35,11,16,0,18,9,27,8,28,2
696,18,18,2,0,21,2,23,79,48,2
697,2,6,1,0,2,2,30,43,4,1
698,5,0,13,0,30,52,2,35,5,1
699,8,0,10,15,3,37,4,5,2,1
700,1,12,7,0,17,2,3,9,4,1
701,0,0,3,0,19,32,28,80,54,0
702,1,12,21,11,34,2,49,51,39,0
703,1,0,27,0,17,15,11,29,4,1
704,19,0,30,11,5,2,51,50,2,1
705,5,0,15,0,30,5,42,81,5,1
706,3,3,4,0,4,26,20,4,4,1
707,25,6,5,1,7,2,6,31,4,1
708,5,0,8,0,26,1,18,79,25,1
709,4,0,33,0,5,55,8,7,2,1
710,21,12,11,0,5,34,2,31,4,1
711,8,0,11,5,3,2,8,29,2,1
712,9,1,16,15,8,2,19,48,2,1
713,15,0,10,0,2,43,7,3,2,1
714,7,9,10,0,8,34,4,11,4,1
715,7,0,14,0,8,29,14,47,4,1
716,9,0,17,15,8,8,4,1,2,1
717,0,0,27,0,21,62,6,60,20,0
718,5,0,7,0,36,50,30,15,41,1
719,12,6,10,0,2,46,6,3,4,1
720,21,0,3,7,5,2,14,47,4,1
721,9,1,17,0,8,18,4,1,2,1
722,9,0,3,10,7,34,22,17,4,1
723,29,10,10,15,32,10,24,59,32,2
724,21,0,4,9,5,2,13,21,4,1
725,7,3,0,3,8,27,6,3,4,1
726,5,0,1,12,12,2,46,41,9,1
727,10,0,17,8,7,8,1,11,2,1
728,5,0,21,6,9,2,4,13,1,1
729,0,0,8,0,8,1,28,8,3,0
730,0,8,28,0,2,2,4,39,11,0
731,8,0,11,2,3,4,8,7,2,1
732,7,1,11,0,8,19,22,27,4,1
733,5,0,31,0,25,55,43,68,24,1
734,12,0,3,10,2,2,25,30,4,1
735,5,0,7,0,23,35,30,57,10,1
736,4,10,29,0,5,2,33,61,2,1
737,4,1,3,0,3,0,2,31,4,1
738,13,3,7,0,33,14,23,76,31,2
739,4,0,4,10,3,49,14,47,4,1
740,4,0,0,0,5,18,1,11,2,1
741,11,4,18,0,3,2,16,13,4,1
742,0,12,7,10,4,2,34,23,4,1
743,8,10,17,10,3,2,16,43,2,1
744,23,0,7,7,17,2,0,9,4,1
745,0,0,15,0,7,15,14,19,10,0
746,6,0,21,0,7,26,8,8,4,1
747,9,6,5,0,8,2,2,2,2,1
748,5,0,0,0,23,19,13,35,10,1
749,5,0,13,2,23,2,1,46,10,1
750,5,0,3,0,21,35,4,15,35,1
751,0,12,0,3,4,2,0,9,2,1
752,5,0,11,0,6,19,1,47,2,1
753,15,12,5,0,1,17,22,17,4,1
754,9,19,11,0,8,37,17,8,2,1
755,5,1,11,0,6,12,2,47,2,1
756,5,0,23,6,23,2,55,41,10,1
757,1,0,0,0,32,18,0,64,51,0
758,22,0,17,0,1,8,7,7,4,1
759,10,0,8,0,7,8,25,17,2,1
760,1,0,8,0,36,53,12,61,45,0
761,4,0,0,8,3,45,1,22,4,1
762,1,0,13,0,38,55,36,68,52,0
763,1,12,1,0,4,54,1,11,2,1
764,19,0,11,4,5,2,10,22,2,1
765,9,1,3,0,8,52,22,29,2,1
766,5,0,20,7,13,47,48,10,3,1
767,29,0,10,0,34,7,24,90,50,2
768,5,0,29,16,23,2,51,55,10,1
769,8,0,10,0,3,1,18,1,2,1
770,5,0,13,0,9,30,2,11,1,1
771,0,0,27,0,23,18,11,77,35,0
772,5,0,15,8,12,59,42,32,9,1
773,12,3,21,0,2,19,39,73,4,1
774,5,0,7,0,31,20,30,37,30,1
775,1,0,3,0,31,3,28,42,34,0
776,7,0,0,9,8,30,10,3,4,1
777,37,0,27,13,17,2,8,29,4,1
778,8,0,17,0,3,31,13,13,2,1
779,12,0,9,0,2,50,30,13,4,1
780,1,0,9,0,1,29,1,1,1,0
781,7,3,7,0,3,62,2,47,2,1
782,4,0,7,8,5,4,18,1,2,1
783,5,0,11,0,13,50,1,18,3,1
784,25,11,13,0,7,2,34,23,4,1
785,1,0,3,0,29,46,49,67,29,0
786,8,0,10,14,3,2,13,5,2,1
787,9,0,14,0,8,64,14,47,4,1
788,15,0,14,2,2,2,8,7,2,1
789,0,11,7,0,4,2,34,4,4,1
790,22,1,18,8,1,37,7,29,4,1
791,5,0,11,0,6,42,14,47,4,1
792,3,0,21,0,1,12,31,4,2,1
793,5,0,3,13,19,2,18,80,21,1
794,8,0,17,6,3,2,16,13,2,1
795,12,0,10,3,2,2,6,3,4,1
796,42,5,38,0,40,2,53,19,4,1
797,34,0,37,3,18,11,27,73,18,2
798,4,11,11,0,3,14,6,7,4,1
799,25,8,22,0,7,2,19,48,4,1
800,1,0,7,0,4,7,31,23,2,1
801,7,0,10,10,3,44,18,1,2,1
802,3,3,10,0,1,8,22,8,2,1
803,4,0,0,0,3,50,1,22,4,1
804,34,0,37,0,35,32,27,27,28,2
805,3,3,21,0,4,16,31,9,4,1
806,24,6,14,5,5,2,30,13,4,1
807,5,0,23,0,13,47,33,55,3,1
808,46,0,10,0,0,2,24,49,47,2
809,25,0,12,0,7,2,4,21,4,1
810,28,10,21,3,28,2,23,76,31,2
811,1,12,15,0,2,2,14,46,11,0
812,8,0,21,0,3,35,6,22,2,1
813,5,0,21,0,9,26,4,13,2,1
814,3,0,11,3,4,10,0,74,4,1
815,5,12,13,15,14,1,1,5,11,1
816,9,0,3,0,7,47,8,27,4,1
817,5,0,8,5,31,2,18,62,30,1
818,22,1,17,8,1,8,7,7,4,1
819,0,1,3,5,12,56,49,12,21,0
820,4,0,21,0,3,46,2,22,4,1
821,5,0,8,8,36,32,18,61,41,1
822,12,12,21,0,7,43,39,8,2,1
823,8,0,9,10,8,10,41,18,4,1
824,15,11,3,0,1,2,31,44,4,1
825,1,0,9,0,8,46,1,18,3,0
826,7,0,4,8,3,38,10,47,2,1
827,12,12,26,0,2,26,37,48,4,1
828,3,6,10,0,1,25,22,29,2,1
829,5,0,7,0,36,2,30,15,41,1
830,3,3,10,0,4,45,22,17,4,1
831,1,0,15,0,4,36,14,11,2,1
832,21,0,3,11,5,2,14,47,4,1
833,40,0,26,3,40,18,30,39,2,1
834,1,0,15,0,4,14,14,11,2,1
835,5,12,7,14,6,2,30,13,4,1
836,24,0,13,15,5,1,6,3,4,1
837,40,3,26,8,40,4,30,39,2,1
838,6,0,24,0,7,30,26,70,4,1
839,5,0,0,0,6,51,13,5,2,1
840,5,0,3,0,37,54,18,81,28,1
841,5,0,8,0,34,49,18,85,34,1
842,15,3,10,0,2,59,7,3,2,1
843,5,0,13,0,30,4,1,38,5,1
844,34,0,23,0,35,7,27,8,28,2
845,11,12,7,0,3,2,14,47,4,1
846,18,8,2,0,19,1,23,34,17,2
847,1,0,0,0,37,15,0,41,43,0
848,8,0,17,0,8,34,16,1,4,1
849,0,11,0,0,34,26,3,34,38,0
850,5,0,8,0,26,2,18,79,25,1
851,4,8,3,0,5,35,10,2,2,1
852,13,0,7,0,28,27,23,72,42,2
853,5,0,25,0,14,16,6,21,11,1
854,5,1,13,0,5,17,2,3,4,1
855,5,0,15,0,10,32,42,67,23,1
856,21,0,10,0,5,2,35,43,4,1
857,5,0,16,15,13,2,44,63,3,1
858,7,0,7,2,8,2,2,22,4,1
859,12,0,10,0,7,8,6,22,2,1
860,6,1,14,6,7,10,2,22,4,1
861,6,9,3,0,7,58,22,17,4,1
862,15,9,17,0,1,46,11,7,4,1
863,22,0,10,0,1,20,22,8,4,1
864,5,1,13,0,6,52,2,2,2,1
865,0,5,9,0,7,2,1,39,10,0
866,6,0,10,0,8,28,1,11,2,1
867,1,0,11,0,38,54,29,94,52,0
868,15,1,5,0,2,38,22,29,2,1
869,19,0,0,12,5,2,14,21,2,1
870,12,0,11,14,2,2,34,4,4,1
871,15,4,12,0,1,50,10,31,4,1
872,22,0,17,8,1,2,11,3,4,1
873,0,0,1,0,8,35,14,35,3,0
874,10,0,0,0,7,8,22,29,2,1
875,5,0,0,0,5,15,4,11,4,1
876,0,0,1,0,7,5,14,19,10,0
877,25,1,17,4,7,35,14,47,4,1
878,0,0,0,0,4,3,3,44,2,1
879,8,0,0,15,3,37,6,22,2,1
880,16,0,5,0,20,10,23,95,55,2
881,1,0,15,10,7,31,14,18,12,0
882,4,0,7,0,3,10,18,47,4,1
883,5,0,7,0,31,59,30,37,30,1
884,3,0,3,0,1,52,3,44,2,1
885,12,0,16,1,2,15,26,16,4,1
886,10,10,36,3,7,2,30,46,2,1
887,24,3,15,0,5,2,45,12,4,1
888,4,0,0,0,5,62,1,21,2,1
889,25,8,9,6,7,2,35,46,4,1
890,9,0,10,14,8,2,18,11,4,1
891,26,1,0,0,4,37,31,44,4,1
892,5,0,3,0,23,0,18,19,10,1
893,1,8,15,0,4,54,14,11,2,1
894,7,1,27,15,8,2,21,46,4,1
895,7,9,7,0,3,20,1,11,2,1
896,12,10,10,0,2,23,10,3,4,1
897,11,0,7,13,3,2,14,47,4,1
898,2,1,34,0,2,2,41,35,4,1
899,25,8,5,8,7,2,6,3,4,1
900,5,0,4,0,25,39,16,42,24,1
901,19,5,4,0,5,2,18,21,2,1
902,9,0,13,0,7,10,39,30,4,1
903,5,0,8,0,26,29,14,79,25,1
904,5,0,4,0,6,19,16,13,2,1
905,1,0,1,15,2,4,1,43,11,0
906,19,9,11,10,5,2,10,22,2,1
907,1,9,13,10,24,7,36,49,22,0
908,6,1,5,15,7,8,10,31,4,1
909,4,0,10,0,3,30,16,5,4,1
910,8,8,13,0,8,40,22,17,4,1
911,1,9,35,0,3,31,18,16,5,0
912,0,0,11,0,6,3,12,47,8,0
913,9,1,10,12,7,23,1,22,4,1
914,5,0,16,0,14,17,43,41,11,1
915,11,3,8,0,3,2,11,3,4,1
916,0,0,3,0,36,14,28,61,45,0
917,25,0,5,9,7,2,10,31,4,1
918,5,0,21,2,19,2,4,32,21,1
919,0,8,9,0,7,37,1,39,10,0
920,5,12,20,0,36,2,52,85,35,1
921,11,6,20,0,3,27,41,35,4,1
922,5,20,31,0,6,37,43,66,4,1
923,22,0,4,0,4,49,20,4,4,1
924,0,0,8,2,7,2,28,17,10,0
925,5,0,6,0,14,2,9,66,11,1
926,5,0,3,0,9,2,14,5,1,1
927,7,9,7,0,8,34,2,22,4,1
928,21,0,33,0,6,38,6,22,2,1
929,5,0,9,3,12,2,45,41,9,1
930,8,0,33,0,3,18,17,8,2,1
931,0,0,0,5,38,2,3,49,52,0
932,0,0,3,0,31,8,28,42,34,0
933,5,0,22,20,23,2,51,67,10,1
934,7,1,20,3,8,2,56,19,4,1
935,1,0,0,3,26,2,0,85,7,0
936,4,0,11,0,3,17,11,29,4,1
937,7,0,0,0,8,48,6,3,4,1
938,34,5,23,15,18,47,27,73,18,2
939,25,12,5,6,7,2,6,31,4,1
940,3,3,17,0,4,26,7,8,4,1
941,4,0,8,0,3,23,6,3,4,1
942,5,0,0,4,26,2,13,85,25,1
943,11,10,4,0,3,2,2,47,2,1
944,5,8,13,0,5,46,2,3,4,1
945,21,1,13,15,5,2,6,3,4,1
946,2,5,8,0,2,2,34,23,2,1
947,5,0,3,5,12,2,4,12,9,1
948,12,0,18,3,2,50,10,31,4,1
949,5,0,0,0,13,50,13,33,12,1
950,10,0,17,0,7,2,1,11,2,1
951,21,0,10,0,5,19,35,43,4,1
952,0,0,14,0,4,4,25,73,2,1
953,1,0,8,15,13,31,12,35,18,0
954,20,0,10,8,17,6,34,30,2,1
955,15,12,0,7,2,2,25,17,2,1
956,10,0,7,0,7,37,8,7,2,1
957,4,0,17,15,5,65,35,19,2,1
958,6,0,0,15,7,2,7,8,4,1
959,3,14,3,0,3,37,0,3,3,0
960,0,0,35,0,2,43,18,39,11,0
961,4,1,8,0,5,28,6,22,2,1
962,1,0,15,0,1,46,14,13,1,0
963,0,5,8,0,36,27,28,61,45,0
964,1,0,8,0,36,16,12,61,45,0
965,1,0,15,3,8,4,14,38,3,0
966,5,8,13,15,12,1,2,33,9,1
967,0,0,15,1,3,2,18,70,5,0
968,7,0,16,4,8,54,19,48,4,1
969,11,4,11,0,3,2,7,7,2,1
970,9,12,24,0,8,2,45,24,4,1
971,0,0,20,0,5,8,6,57,9,0
972,9,0,5,0,7,63,10,3,4,1
973,11,0,10,7,3,2,13,5,4,1
974,30,1,29,4,35,2,27,3,16,2
975,8,0,3,15,3,31,7,3,2,1
976,1,0,15,0,4,50,1,11,2,1
977,5,0,9,3,36,9,26,60,35,1
978,2,4,8,0,2,2,34,23,4,1
979,25,12,0,0,7,2,8,29,4,1
980,1,12,15,0,4,2,14,11,2,1
981,19,0,3,5,5,2,2,47,2,1
982,5,0,33,0,9,26,10,47,2,1
983,5,0,16,7,30,4,43,40,5,1
984,24,12,13,0,5,2,11,3,4,1
985,5,0,23,0,13,6,33,55,3,1
986,8,1,4,0,3,20,2,47,2,1
987,8,1,10,0,3,62,18,1,2,1
988,4,1,4,0,3,0,14,47,4,1
989,9,11,7,0,7,34,6,7,4,1
990,8,4,11,0,3,2,8,29,2,1
991,5,0,11,0,23,24,1,46,10,1
992,5,0,33,0,14,50,10,1,11,1
993,4,0,21,0,5,61,2,47,2,1
994,9,0,14,5,8,1,1,47,2,1
995,5,0,15,0,9,9,42,6,1,1
996,1,10,35,8,5,56,18,12,23,0
997,1,0,10,0,17,27,39,30,4,1
998,0,0,4,9,4,37,3,4,2,1
999,16,1,5,10,28,54,40,54,27,2
1000,4,0,0,0,3,29,1,2,4,1
1001,10,0,18,15,7,8,2,47,2,1
1002,5,0,3,15,10,66,4,52,23,1
1003,0,12,7,0,4,2,20,23,4,1
1004,3,0,14,0,1,24,17,27,2,1
1005,9,0,4,0,7,40,6,29,4,1
1006,1,0,15,14,4,2,1,11,2,1
1007,8,1,0,0,8,10,6,3,4,1
1008,5,0,7,14,13,2,30,16,3,1
1009,12,12,8,0,2,27,20,23,4,1
1010,21,12,13,0,6,59,10,22,2,1
1011,1,0,27,0,7,56,11,13,12,0
1012,6,0,8,0,7,19,17,17,4,1
1013,10,12,17,3,7,2,1,47,2,1
1014,1,0,11,0,29,0,29,32,29,0
1015,12,12,16,0,2,63,45,16,4,1
1016,8,1,19,4,3,4,33,10,2,1
1017,7,0,14,13,8,19,14,47,4,1
1018,5,0,25,0,13,56,10,46,12,1
1019,5,0,21,6,10,2,4,48,23,1
1020,6,0,7,0,8,62,6,22,2,1
1021,5,0,11,0,37,6,1,15,28,1
1022,4,0,10,0,3,15,16,1,4,1
1023,5,0,13,0,5,14,10,3,4,1
1024,9,5,18,0,8,59,18,21,2,1
1025,1,0,35,0,8,36,18,57,3,0
1026,9,0,14,0,8,7,1,47,2,1
1027,5,1,13,0,6,1,2,22,4,1
1028,15,8,17,0,1,34,6,7,4,1
1029,24,1,11,11,5,2,10,31,4,1
1030,8,0,17,0,3,28,13,13,2,1
1031,15,12,5,0,1,54,22,17,4,1
1032,5,0,3,0,36,50,18,61,41,1
1033,0,0,1,0,4,47,14,11,2,1
1034,0,0,9,0,1,58,1,1,1,0
1035,8,0,7,0,3,37,2,47,2,1
1036,29,0,10,2,32,38,23,59,32,2
1037,0,0,0,0,4,37,3,44,4,1
1038,9,8,4,11,8,6,6,31,2,1
1039,12,11,10,0,2,2,6,3,4,1
1040,8,0,11,15,8,0,8,27,4,1
1041,8,0,7,8,8,22,2,22,4,1
1042,12,0,3,8,2,26,39,30,4,1
1043,5,8,11,10,9,31,14,1,2,1
1044,9,4,17,0,7,57,18,47,4,1
1045,21,6,3,0,6,53,18,21,2,1
1046,0,0,21,0,0,33,0,0,0,0
1047,3,12,5,0,1,7,39,17,2,1
1048,11,10,7,0,3,2,14,47,4,1
1049,9,11,7,6,8,25,10,22,4,1
1050,0,0,11,0,36,9,12,10,45,0
1051,10,3,36,3,7,2,30,46,2,1
1052,4,0,4,15,3,19,14,47,4,1
1053,8,0,7,3,8,42,1,22,4,1
1054,12,0,10,3,7,56,10,2,2,1
1055,29,0,10,0,38,61,24,56,26,2
1056,1,0,15,0,7,20,14,19,12,0
1057,11,0,3,7,3,2,6,3,4,1
1058,4,0,10,0,3,17,30,5,4,1
1059,8,4,13,0,3,18,17,8,2,1
1060,5,0,11,0,23,20,1,46,10,1
1061,1,12,17,0,17,2,39,73,4,1
1062,0,0,13,0,24,28,29,49,22,0
1063,9,12,21,0,8,3,7,7,2,1
1064,9,0,8,0,7,13,22,17,4,1
1065,15,12,10,0,2,24,7,3,2,1
1066,5,0,13,11,30,2,2,35,5,1
1067,0,0,3,0,13,30,28,38,18,0
1068,10,1,10,0,7,31,6,22,2,1
1069,9,8,8,0,8,52,22,8,2,1
1070,8,0,33,0,3,56,17,8,2,1
1071,5,0,13,0,14,23,1,5,11,1
1072,1,0,15,0,3,42,14,33,5,0
1073,2,1,0,2,2,2,17,17,4,1
1074,1,0,29,0,4,51,50,38,2,1
1075,0,11,35,10,7,2,18,18,10,0
1076,5,0,5,0,30,6,21,52,5,1
1077,5,0,9,15,13,9,45,37,3,1
1078,1,0,3,0,21,36,49,15,20,0
1079,23,6,15,0,17,2,2,2,2,1
1080,0,0,8,0,17,11,28,96,4,1
1081,24,0,3,8,5,2,2,2,4,1
1082,5,0,21,11,21,47,4,15,35,1
1083,5,0,13,10,30,54,2,35,5,1
1084,10,0,10,15,7,2,10,22,2,1
1085,5,0,3,0,36,52,18,61,41,1
1086,9,0,18,8,8,1,18,21,2,1
1087,46,0,10,0,26,2,24,0,40,2
1088,3,0,7,0,4,9,25,23,4,1
1089,24,4,7,0,5,2,13,1,4,1
1090,9,1,13,0,7,17,25,23,4,1
1091,5,0,16,15,6,2,43,66,2,1
1092,5,0,34,0,23,31,9,75,10,1
1093,5,0,23,0,13,0,55,55,3,1
1094,0,0,8,0,4,2,28,89,2,1
1095,24,5,12,8,37,2,41,51,21,1
1096,9,1,0,0,7,46,11,29,4,1
1097,3,12,11,0,4,54,49,74,4,1
1098,20,0,18,0,17,5,34,30,2,1
1099,3,10,10,0,1,1,22,29,2,1
1100,6,0,13,8,7,54,25,23,4,1
1101,5,0,8,0,30,15,14,33,5,1
1102,1,0,21,0,17,47,49,74,4,1
1103,4,12,13,0,3,30,7,29,4,1
1104,16,0,5,0,43,2,23,65,37,2
1105,32,21,29,0,40,1,25,5,9,3
1106,7,8,5,0,8,26,14,47,4,1
1107,1,0,35,0,7,27,18,18,12,0
1108,1,1,15,0,1,50,14,5,1,0
1109,0,10,0,0,4,2,3,9,4,1
1110,9,0,10,3,8,2,1,11,2,1
1111,5,0,13,2,13,15,2,19,3,1
1112,15,12,10,0,1,30,7,8,4,1
1113,7,0,13,2,8,2,17,17,4,1
1114,4,0,0,0,3,58,1,2,4,1
1115,19,10,13,0,5,2,11,3,2,1
1116,1,1,15,0,6,1,14,20,8,0
1117,1,10,13,0,24,8,36,49,22,0
1118,13,5,7,0,33,2,23,58,31,2
1119,1,3,0,0,0,53,0,0,0,0
1120,7,1,11,0,3,38,22,29,2,1
1121,22,0,7,10,1,2,39,17,4,1
1122,12,0,17,0,2,9,2,22,4,1
1123,5,0,11,0,6,30,14,47,4,1
1124,11,8,21,7,3,2,10,22,4,1
1125,5,0,16,0,9,8,44,15,1,1
1126,0,0,3,0,31,30,28,42,34,0
1127,5,0,5,0,14,36,21,38,11,1
1128,0,0,0,0,17,45,3,89,4,1
1129,4,8,10,0,3,16,30,5,4,1
1130,5,0,9,0,12,42,26,81,9,1
1131,6,12,17,11,8,43,18,1,2,1
1132,7,9,13,0,8,2,39,17,4,1
1133,5,0,11,0,6,58,14,47,4,1
1134,5,0,7,0,9,34,30,39,1,1
1135,30,0,29,0,18,30,27,29,21,2
1136,1,0,11,0,11,28,29,93,56,0
1137,24,11,17,0,5,2,56,19,4,1
1138,12,1,17,0,7,51,2,47,2,1
1139,15,0,8,6,1,2,31,9,4,1
1140,9,1,0,3,8,2,11,3,4,1
1141,4,6,24,0,5,2,19,77,2,1
1142,11,12,10,0,3,2,16,5,4,1
1143,35,1,16,5,35,1,27,7,16,2
1144,12,11,11,0,2,26,34,4,4,1
1145,10,0,8,0,7,25,25,17,2,1
1146,14,9,5,0,20,2,24,95,55,2
1147,12,0,10,0,2,58,10,3,4,1
1148,12,5,3,0,2,2,25,30,4,1
1149,22,3,24,0,1,2,53,19,4,1
1150,1,9,32,0,34,2,7,59,39,0
1151,8,0,0,2,3,25,6,22,2,1
1152,10,11,30,0,7,1,37,6,2,1
1153,16,0,5,6,11,2,23,26,57,2
1154,4,0,7,0,5,12,18,1,2,1
1155,9,3,11,0,8,37,17,8,2,1
1156,5,0,7,0,34,3,30,0,34,1
1157,2,6,8,0,2,2,20,23,4,1
1158,11,8,11,15,3,2,7,7,2,1
1159,9,9,10,0,8,8,1,11,2,1
1160,24,0,7,9,5,2,13,1,4,1
1161,1,0,27,0,2,27,11,21,11,0
1162,47,0,39,0,44,43,21,46,2,1
1163,5,0,13,0,23,55,1,46,10,1
1164,0,0,10,1,4,2,39,17,2,1
1165,5,0,21,0,21,10,4,15,18,1
1166,24,12,11,13,5,2,10,31,4,1
1167,4,8,13,0,5,28,7,3,2,1
1168,3,0,0,0,1,59,34,23,2,1
1169,20,0,18,0,17,28,34,30,2,1
1170,1,0,9,0,17,30,2,22,4,1
1171,4,5,21,0,3,9,2,22,4,1
1172,0,0,3,0,30,9,28,33,28,0
1173,6,0,11,15,7,27,39,30,4,1
1174,6,0,14,0,7,48,2,22,4,1
1175,5,0,3,0,23,54,4,18,10,1
1176,12,1,26,0,2,16,37,48,4,1
1177,21,0,11,0,6,33,1,47,2,1
1178,7,0,0,5,8,0,6,3,4,1
1179,0,1,8,0,25,25,28,77,25,0
1180,3,0,14,0,1,4,17,27,2,1
1181,7,12,0,0,8,47,6,3,4,1
1182,27,8,3,0,6,2,4,21,4,1
1183,0,0,1,0,7,43,14,19,10,0
1184,6,3,13,0,7,2,20,23,4,1
1185,1,6,15,0,3,2,1,33,5,0
1186,4,9,21,0,3,46,2,22,4,1
1187,31,0,18,6,29,27,24,84,33,2
1188,21,12,11,8,5,17,2,31,4,1
1189,1,0,1,0,3,36,1,33,5,0
1190,6,0,17,0,7,29,4,11,4,1
1191,40,0,30,0,40,62,30,46,2,1
1192,9,0,3,0,7,48,22,17,4,1
1193,9,6,10,0,8,2,18,11,4,1
1194,5,0,21,0,9,34,4,13,1,1
1195,6,0,13,5,7,2,25,30,4,1
1196,12,0,7,0,7,38,22,7,2,1
1197,5,0,11,0,5,41,2,31,4,1
1198,5,0,11,0,14,49,1,13,11,1
1199,11,0,11,1,3,2,8,29,2,1
1200,15,12,5,0,2,55,22,29,2,1
1201,22,4,18,2,1,2,7,29,4,1
1202,26,6,3,0,4,2,0,89,4,1
1203,5,22,11,0,12,2,1,16,9,1
1204,0,0,9,0,3,1,1,57,5,0
1205,0,0,32,0,4,5,7,3,2,1
1206,4,5,0,0,5,38,1,21,2,1
1207,1,0,0,7,32,2,0,90,51,0
1208,5,0,3,0,36,32,4,66,41,1
1209,0,9,0,9,4,2,3,44,4,1
1210,9,8,18,0,8,2,18,21,2,1
1211,21,12,0,0,6,28,4,1,2,1
1212,0,8,10,0,4,52,39,17,2,1
1213,4,0,3,12,5,4,10,2,2,1
1214,0,0,3,10,12,3,28,24,21,0
1215,4,0,18,0,5,8,30,46,2,1
1216,2,5,8,0,2,2,34,23,4,1
1217,3,10,10,0,1,3,22,8,2,1
1218,9,1,10,4,7,23,1,22,4,1
1219,5,0,11,0,6,42,1,47,4,1
1220,12,12,14,0,7,8,11,22,2,1
1221,1,12,5,0,17,0,20,4,4,1
1222,6,0,10,6,7,2,1,22,4,1
1223,7,0,18,15,8,2,4,21,4,1
1224,24,12,3,10,5,3,14,47,4,1
1225,4,0,7,0,3,54,18,47,4,1
1226,5,0,11,13,26,2,2,67,25,1
1227,0,8,10,15,4,2,39,17,4,1
1228,3,6,5,0,4,19,25,30,4,1
1229,1,0,1,0,1,61,1,1,1,0
1230,5,0,29,0,23,37,51,55,10,1
1231,0,1,22,11,4,4,15,57,2,1
1232,1,0,11,6,8,2,12,8,3,0
1233,2,4,0,0,2,2,17,17,4,1
1234,0,0,20,0,7,7,6,13,10,0
1235,12,0,17,0,7,33,2,47,2,1
1236,1,0,27,13,26,2,11,92,7,0
1237,5,0,23,0,25,59,55,68,24,1
1238,6,0,3,0,7,26,22,17,4,1
1239,5,0,11,12,38,1,1,94,43,1
1240,1,8,9,1,3,7,1,57,5,0
1241,10,0,10,0,7,2,10,2,2,1
1242,15,0,10,0,1,48,11,29,4,1
1243,0,0,11,12,23,6,29,46,35,0
1244,8,1,18,3,3,2,13,13,2,1
1245,25,1,13,12,7,4,25,30,4,1
1246,9,11,17,0,8,2,4,1,2,1
1247,1,0,0,0,0,37,0,0,0,0
1248,21,0,3,10,5,2,14,47,4,1
1249,1,8,9,0,1,2,1,1,1,0
1250,3,12,8,0,4,26,0,89,4,1
1251,24,0,0,4,5,2,18,11,4,1
1252,8,0,7,2,3,3,2,47,2,1
1253,4,8,3,0,3,2,10,31,4,1
1254,16,12,5,0,20,22,23,95,55,2
1255,5,0,21,0,37,32,4,41,28,1
